id,type,description,discount_size,start_date,end_date
0c8a213d-7e5d-4d52-8f5c-ecebddbf3fc2,сезонная распродажа,"Постоянный штаб дошлый тысяча инвалид слишком. Висеть оборот грудь бригада протягивать вскинуть.
Возможно правление прежний рабочий. Сбросить похороны услать. Монета головной ремень.",21,2023-05-07 00:33:38.235474,2023-09-23 00:33:38.235474
cbcf0333-f3ae-4d43-9f9e-59471a765747,1 + 1 = 3,Угол невозможно разнообразный потянуться угроза цвет. Понятный триста пропасть передо факультет крутой полоска. Анализ более хлеб темнеть бегать роскошный. Адвокат пастух потрясти лететь.,,2024-01-14 00:33:38.235474,2024-04-21 00:33:38.235474
b4387111-ab26-4b4f-950d-0a9cbf525440,сезонная распродажа,Подробность эпоха ярко вздрогнуть очутиться четыре поезд. Славный господь снимать разуметься выдержать вздрогнуть. Анализ о радость бегать кпсс.,39,2023-01-23 00:33:38.235474,2024-01-01 00:33:38.235474
7aef394c-5ea6-452e-8669-a58e09c79609,Товар дня,Дыхание ремень дьявол наслаждение. Неправда плод хозяйка равнодушный поколение хозяйка. Одиннадцать фонарик умирать.,43,2023-10-25 00:33:38.235474,2024-06-08 00:33:38.235474
e6829059-9fa4-499e-91b2-4a961952499f,событие: 8 марта,"Конструкция ложиться рис кузнец. Горький крыса покинуть пространство хлеб сутки.
О актриса космос уточнить иной спешить. Миф нож природа строительство товар.",33,2023-08-16 00:33:38.235474,2024-01-26 00:33:38.235474
f577e4aa-7168-42ca-83e3-9c9e0e4a7eb2,Товар дня,Ученый потом темнеть что появление витрина демократия набор. Рабочий грустный ягода тревога нажать заложить четыре миг. Очередной сынок функция цепочка близко поезд.,55,2024-05-14 00:33:38.235474,2024-06-29 00:33:38.235474
dd078dac-0302-4f01-aa98-4a28f3a78c0e,Товар дня,О важный невозможно блин оставить ярко проход.,33,2023-12-02 00:33:38.235474,2024-01-24 00:33:38.235474
cb6c9d21-0e4a-45b6-8bcf-12665d0ae8c9,сезонная распродажа,Поговорить бегать рота похороны сынок вздрагивать школьный задрать. Возбуждение скользить кольцо приятель бабочка отметить палка. Инструкция ученый хлеб сустав расстройство покидать.,81,2023-03-13 00:33:38.235474,2023-12-07 00:33:38.235474
d58f1e84-65e3-4f95-a353-6c0c0d4e3dc5,скидка Пожилым людям,"Беспомощный дремать недостаток степь невыносимый да носок даль. Советовать заработать около.
Подробность нажать стакан запретить перебивать радость.",52,2023-12-08 00:33:38.235474,2024-03-08 00:33:38.235474
c1d5cc9c-d718-4c45-bab6-cc273bdb3132,Товар дня,Монета да заплакать один пол июнь означать. Медицина нож райком реклама крутой сынок бригада. Сынок призыв витрина помимо легко тута мотоцикл.,68,2024-04-02 00:33:38.235474,2024-04-24 00:33:38.235474
